date,new_cases,new_deaths,total_cases,total_deaths,stringency_index,containment_health_index,new_cases_ma,new_deaths_ma,negative_news_intensity
2021-12-09,125548,1832,49159620,787908,48.55,56.0,122966.85714285714,1226.4285714285713,0.3750983104856379
2021-12-10,129708,1480,49289328,789388,48.54,55.98,122485.85714285714,1191.142857142857,0.3794336588559699
2021-12-11,137431,1162,49426759,790550,48.53,55.97,121566.14285714286,1179.4285714285713,0.387524952816066
2021-12-12,135573,1971,49562332,792521,48.52,55.97,119281.28571428571,1226.5714285714287,0.3855163355437474
2021-12-13,63967,490,49626299,793011,48.51,55.96,118797.71428571429,1214.857142857143,0.3099817653519931
2021-12-14,58109,306,49684408,793317,48.5,55.95,119197.0,1218.4285714285713,0.303756487632582
2021-12-15,185683,1312,49870091,794629,48.49,55.95,119431.28571428571,1221.857142857143,0.4381905542061215
2021-12-16,125442,1908,49995533,796537,48.49,55.94,119416.14285714286,1232.7142857142858,0.37468659370779656
2021-12-17,146477,1900,50142010,798437,48.48,55.93,121811.71428571429,1292.7142857142858,0.39681093363581654
2021-12-18,162668,1115,50304678,799552,48.47,55.93,125417.0,1286.0,0.4138289424658911
2021-12-19,156763,2034,50461441,801586,48.47,55.93,128444.14285714286,1295.0,0.4076040974808708
2021-12-20,87584,590,50549025,802176,48.46,55.92,131818.0,1309.2857142857142,0.3346279860153899
2021-12-21,102213,286,50651238,802462,48.45,55.91,138118.57142857142,1306.4285714285713,0.3499993889408748
2021-12-22,266159,1467,50917397,803929,48.44,55.91,149615.14285714287,1328.5714285714287,0.5227755191575041
2021-12-23,203318,2259,51120715,806188,48.43,55.9,160740.2857142857,1378.7142857142858,0.45648075087392487
2021-12-24,237883,1854,51358598,808042,48.43,55.9,173798.2857142857,1372.142857142857,0.492917967962363
2021-12-25,278812,3177,51637410,811219,48.43,55.9,190390.2857142857,1666.7142857142858,0.5360638918221253
2021-12-26,241450,1368,51878860,812587,48.43,55.9,202488.42857142858,1571.5714285714287,0.49667817491605776
2021-12-27,115824,262,51994684,812849,51.2,57.68,206522.7142857143,1524.7142857142858,0.3780976320653582
2021-12-28,211284,266,52205968,813115,51.19,57.67,222104.2857142857,1521.857142857143,0.4786782253382543
2021-12-29,464495,1786,52670463,814901,51.18,57.67,250438.0,1567.4285714285713,0.745554419158473
2021-12-30,389514,2331,53059977,817232,51.18,57.66,277037.4285714286,1577.7142857142858,0.6665120649126122
2021-12-31,474309,1823,53534286,819055,47.65,55.4,310812.5714285714,1573.2857142857142,0.7382500022649765
